folder,psnr,ssim,lpips
04_18_2024_W2_F_Candy3_P_2,10.32897,0.24806,0.82558
04_18_2024_W2_F_Candy4_P_2,9.52708,0.23785,0.87476
04_18_2024_W2_F_Candy5_P_2,9.89889,0.22213,0.83443
04_18_2024_W2_F_Candy_P_2,9.98316,0.22934,0.8392
04_18_2024_W2_F_Cans2_P_2,10.48971,0.24111,0.86611
04_18_2024_W2_F_Cans3_P_2,10.34392,0.2662,0.82495
04_18_2024_W2_F_Cans_P_2,10.10004,0.25643,0.83589
04_18_2024_W2_F_Chips2_P_2,10.15439,0.25198,0.84779
04_18_2024_W2_F_Chips3_P_2,10.0734,0.27705,0.85221
04_18_2024_W2_F_Chips4_P_2,9.85566,0.24216,0.88744
04_18_2024_W2_F_Chips5_P_2,9.66399,0.19516,0.83295
04_18_2024_W2_F_Chips_P_2,10.02418,0.22967,0.842
04_18_2024_W2_F_Coffee2_P_3,9.89577,0.24935,0.87996
04_18_2024_W2_F_Coffee3_P_3,9.81644,0.23646,0.868
04_18_2024_W2_F_Coffee4_P_3,10.80223,0.31485,0.87895
04_18_2024_W2_F_Coffee_P_3,9.47415,0.21196,0.91103
04_18_2024_W2_F_Cucumbers1_V_1,10.19462,0.1864,0.82511
04_18_2024_W2_F_Dressing_P_2,9.68524,0.24223,0.84607
04_18_2024_W2_F_Flour1_P_1,9.77886,0.2903,0.86378
04_18_2024_W2_F_GrapeFruit1_F_1,12.09774,0.35593,0.75317
04_18_2024_W2_F_GreenPeppers1_F_1,11.64392,0.25919,0.79069
04_18_2024_W2_F_Greens1_V_1,10.91991,0.26567,0.82607
04_18_2024_W2_F_HotSauce1_P_1,9.93677,0.24907,0.84487
04_18_2024_W2_F_Jam1_P_1,9.40053,0.19763,0.8548
04_18_2024_W2_F_Juice_P_3,9.8474,0.23049,0.89359
04_18_2024_W2_F_Ketchup_P_2,9.32677,0.21206,0.84731
04_18_2024_W2_F_Lemons1_F_1,12.97328,0.30289,0.75036
04_18_2024_W2_F_Mangoes1_F_1,12.30703,0.34547,0.78117
04_18_2024_W2_F_Melons1_F_1,12.60065,0.32842,0.77801
04_18_2024_W2_F_Melons2_F_1,12.00712,0.40579,0.72914
04_18_2024_W2_F_Nuts_P_2,9.62826,0.22664,0.8442
04_18_2024_W2_F_Oil_P_3,9.92749,0.26215,0.86298
04_18_2024_W2_F_OliveOil_P_3,9.50944,0.29303,0.86804
04_18_2024_W2_F_OrangeJuice_P_3,9.86188,0.24222,0.90624
04_18_2024_W2_F_Oranges1_F_1,12.74249,0.35095,0.76666
04_18_2024_W2_F_PastaSauce1_P_1,9.78727,0.23017,0.86701
04_18_2024_W2_F_PastaSauce2_P_1,9.90935,0.21636,0.9178
04_18_2024_W2_F_PeanutButter_P_3,9.52844,0.21666,0.87581
04_18_2024_W2_F_Pears1_F_1,12.94101,0.34339,0.67428
