folder,psnr,ssim,lpips
04_19_2024_W4_F_Tomatoes2_F_1,12.58232,0.4326,0.6092
04_18_2024_W3_F_Apples2_F_1,9.76539,0.27376,0.76921
04_18_2024_W_F_Onions1_V_1,13.62463,0.51541,0.61061
03_04_2024_S_L_EnergyDrinks_P_1,13.8433,0.26251,0.42882
04_04_2024_W2_C_ApplesLong1_F_1,9.71894,0.24637,0.78824
04_04_2024_W2_C_Flour_P_3,11.06617,0.31265,0.82785
04_19_2024_S2_F_Chips4_P_3,10.8904,0.31239,0.82271
04_18_2024_W2_F_BBQSauce_P_3,null,null,null
04_18_2024_W_F_Melons2_F_1,13.85191,0.43025,0.5684
04_18_2024_W_F_Mustard_P_2,null,null,null
04_18_2024_W_F_Tortillas1_P_1,12.01613,0.24355,0.79732
04_04_2024_S_C_Celery1_V_1,15.14684,0.38494,0.59925
04_19_2024_S2_F_Cans_P_2,12.31105,0.31779,0.77324
04_04_2024_S_C_Coffee_P_3,10.16022,0.26481,0.8213
04_18_2024_W_F_Coffee_P_2,11.19575,0.25149,0.72245
04_04_2024_W_C_Lemons1_F_1,16.68258,0.57502,0.45904
03_21_2024_W_L_Pears_F_2,16.93843,0.42621,0.40095
03_04_2024_S_L_Peppers1_V_1,15.67504,0.36688,0.36165
04_19_2024_W_F_Sauce_P_2,10.76873,0.20584,0.76402
04_18_2024_W_F_Corn1_F_1,11.74389,0.31706,0.63055
03_21_2024_W_L_Cereal1_P_1,12.39423,0.27164,0.60459
04_19_2024_W_F_Oils_P_2,null,null,null
04_18_2024_W2_F_Tomatoes1_F_1,14.03014,0.44202,0.5286
04_18_2024_W2_F_Bread1_P_1,9.78474,0.20977,0.80187
04_18_2024_W3_F_Melons1_F_1,12.16324,0.43629,0.70362
04_18_2024_W_F_Mangoes1_F_1,14.98707,0.47726,0.54217
03_07_2024_S_L_Exotic_F_2,15.43343,0.45889,0.4793
04_18_2024_W3_F_EnergyDrink_P_3,10.66631,0.26742,0.87936
04_04_2024_W2_C_Spices_P_2,11.97228,0.35679,0.74439
04_18_2024_W2_F_Dressing_P_2,9.17773,0.29386,0.86603
03_07_2024_S_L_Croutons_P_2,13.01757,0.18363,0.62388
04_04_2024_S_C_Salsa_P_3,10.65145,0.23988,0.82451
04_04_2024_W_C_Apples1_F_1,13.38636,0.39709,0.61823
04_18_2024_W_F_Candy3_P_3,10.33219,0.24471,0.83008
03_07_2024_S_L_Oranges_F_2,15.63396,0.44884,0.40536
04_04_2024_S_C_Various_F_2,10.40003,0.34697,0.83463
04_19_2024_W_F_Sugar_P_2,11.70072,0.26722,0.80998
04_04_2024_W2_C_AvacadosLong1_F_1,12.3383,0.31712,0.67151
04_18_2024_W_F_Salsa_P_3,11.26796,0.27122,0.86979
04_18_2024_W3_F_Sugar2_P_2,10.06307,0.19136,0.80837
04_18_2024_W3_F_TomatoCans1_P_1,10.57597,0.17586,0.83759
04_04_2024_NG_C_Broth_P_2,11.82066,0.31488,0.79589
04_18_2024_W_F_Chips_P_3,9.29987,0.18714,0.79812
03_21_2024_W_L_Jam1_P_1,11.22955,0.28926,0.70252
03_04_2024_S_L_Gatorade_P_2,13.13529,0.32885,0.70156
04_18_2024_W2_F_Melons2_F_1,13.99135,0.4373,0.53169
04_04_2024_W_C_Pickles_P_3,10.87937,0.25045,0.8012
04_18_2024_W2_F_Bagels_P_3,10.99893,0.34064,0.88341
04_04_2024_W2_C_Ketchup_P_3,10.29831,0.1821,0.80492
04_04_2024_W_C_Garlic1_V_1,15.48662,0.49436,0.42188
04_18_2024_W3_F_Oils_P_2,8.36857,0.13704,0.81913
04_19_2024_W4_F_Oranges1_F_1,13.06846,0.46322,0.70297
04_04_2024_W2_C_Oil_P_3,null,null,null
03_04_2024_S_L_ChipsSalsa_P_1,14.85396,0.35513,0.31135
04_04_2024_W2_C_Mayo_P_2,11.2024,0.29162,0.75929
04_18_2024_W3_F_Gatorade_P_3,null,null,null
04_18_2024_W_F_Candy2_P_3,9.91232,0.2236,0.82088
04_18_2024_W_F_Greens2_V_1,17.65933,0.58813,0.35661
04_19_2024_W_F_Ketchup_P_2,10.57905,0.23772,0.8072
04_18_2024_W_F_Sugar_P_3,10.55289,0.23401,0.88169
04_18_2024_W3_F_Candy_P_2,10.31861,0.20712,0.81089
04_19_2024_W4_F_MixedNuts_P_3,10.64901,0.29146,0.77255
04_18_2024_W3_F_Bananas1_F_1,9.98942,0.231,0.78334
04_18_2024_W_F_Garlic1_V_1,17.24679,0.5066,0.37544
04_19_2024_S2_F_Tomatoes1_F_1,11.51277,0.28375,0.64856
04_18_2024_W3_F_Corn1_F_1,12.31815,0.31729,0.76676
04_04_2024_S_C_Pears1_F_1,13.5734,0.44759,0.68938
04_04_2024_NG_C_Onions1_V_1,12.86758,0.52857,0.66917
04_19_2024_W4_F_OrganicBananas1_F_1,14.4703,0.38652,0.6391
03_21_2024_W_L_Ranch_P_2,11.93067,0.27209,0.55717
04_04_2024_W_C_Mangoes1_F_1,15.30737,0.48803,0.54509
04_18_2024_W2_F_Nuts_P_2,10.63083,0.2701,0.83739
04_04_2024_W2_C_Melons1_F_1,16.67827,0.44494,0.50412
