folder,psnr,ssim,lpips
04_18_2024_W3_F_Melons1_F_1,13.49486,0.53283,0.81652
04_18_2024_W_F_Mangoes1_F_1,17.47069,0.61618,0.61386
03_07_2024_S_L_Exotic_F_2,11.97186,0.19639,0.921
04_18_2024_W3_F_EnergyDrink_P_3,11.18177,0.36596,0.98943
04_04_2024_W2_C_Spices_P_2,null,null,null
04_18_2024_W2_F_Dressing_P_2,5.79904,0.02579,1.01755
03_07_2024_S_L_Croutons_P_2,6.65882,0.00755,1.03959
04_04_2024_S_C_Salsa_P_3,10.5767,0.32096,0.99403
04_04_2024_W_C_Apples1_F_1,6.32221,0.0129,1.07257
04_18_2024_W_F_Candy3_P_3,11.43031,0.38629,0.89784
03_07_2024_S_L_Oranges_F_2,6.52177,0.06149,1.09441
04_04_2024_S_C_Various_F_2,13.32396,0.49652,0.91706
04_19_2024_W_F_Sugar_P_2,5.54478,0.01268,1.0186
04_04_2024_W2_C_AvacadosLong1_F_1,12.7162,0.36991,0.80346
04_18_2024_W_F_Salsa_P_3,5.54393,0.00275,0.94297
04_18_2024_W3_F_Sugar2_P_2,11.09787,0.42299,0.96116
04_18_2024_W3_F_TomatoCans1_P_1,11.59825,0.31403,0.84551
04_04_2024_NG_C_Broth_P_2,6.20155,0.01149,1.04477
04_18_2024_W_F_Chips_P_3,11.09168,0.32373,0.99823
03_21_2024_W_L_Jam1_P_1,6.08979,0.02076,1.02844
03_04_2024_S_L_Gatorade_P_2,6.96372,0.00619,1.04852
04_18_2024_W2_F_Melons2_F_1,16.49862,0.57185,0.66621
04_04_2024_W_C_Pickles_P_3,11.7624,0.38907,0.87624
04_18_2024_W2_F_Bagels_P_3,11.39196,0.40845,0.91765
04_04_2024_W2_C_Ketchup_P_3,6.42999,0.02229,1.04524
04_04_2024_W_C_Garlic1_V_1,17.36163,0.55303,0.56428
04_18_2024_W3_F_Oils_P_2,11.36982,0.39797,0.83134
04_19_2024_W4_F_Oranges1_F_1,14.50331,0.57167,0.84097
04_04_2024_W2_C_Oil_P_3,6.23603,0.0065,1.01448
03_04_2024_S_L_ChipsSalsa_P_1,16.1466,0.60648,0.60712
04_04_2024_W2_C_Mayo_P_2,6.03331,0.03114,1.03121
04_18_2024_W3_F_Gatorade_P_3,5.75329,0.01653,1.04346
04_18_2024_W_F_Candy2_P_3,10.90749,0.37007,0.89983
04_18_2024_W_F_Greens2_V_1,15.93465,0.54142,0.67496
04_19_2024_W_F_Ketchup_P_2,11.64459,0.4032,0.83513
04_18_2024_W_F_Sugar_P_3,5.80806,0.00832,0.92897
04_18_2024_W3_F_Candy_P_2,10.29778,0.37147,0.85606
04_19_2024_W4_F_MixedNuts_P_3,11.6255,0.38595,0.97717
04_18_2024_W3_F_Bananas1_F_1,11.87556,0.44892,0.843
04_18_2024_W_F_Garlic1_V_1,16.27714,0.58321,0.69362
04_19_2024_S2_F_Tomatoes1_F_1,14.05667,0.38219,0.75538
04_18_2024_W3_F_Corn1_F_1,13.06475,0.38258,0.92535
04_04_2024_S_C_Pears1_F_1,12.74386,0.61282,0.7371
04_04_2024_NG_C_Onions1_V_1,15.36924,0.57896,0.70609
04_19_2024_W4_F_OrganicBananas1_F_1,14.47399,0.46811,0.74213
03_21_2024_W_L_Ranch_P_2,13.97488,0.42414,0.76096
04_04_2024_W_C_Mangoes1_F_1,14.41087,0.5673,0.75388
04_18_2024_W2_F_Nuts_P_2,null,null,null
04_04_2024_W2_C_Melons1_F_1,15.94648,0.51826,0.68077
04_19_2024_S_F_Bananas1_F_1,13.24968,0.46552,0.93684
04_18_2024_W_F_Nuts1_P_1,11.38512,0.43671,0.83294
03_21_2024_W_L_Potatoes_V_2,5.67275,0.01832,1.03298
04_18_2024_W2_F_Soup_P_3,11.07016,0.3464,0.88037
04_18_2024_W2_F_Chips5_P_2,11.12104,0.31763,0.84775
04_19_2024_S_F_OliveOil_P_3,10.98829,0.36671,0.87283
04_04_2024_W2_C_Apples2_F_1,14.82783,0.46881,0.76025
04_18_2024_W3_F_RedOnions1_V_1,12.9378,0.40965,0.73886
04_18_2024_W2_F_Candy3_P_2,12.74249,0.41835,0.78669
04_04_2024_W_C_Sauce_P_3,12.15083,0.38078,0.8494
04_18_2024_W2_F_Chips3_P_2,9.58441,0.29779,1.07626
04_18_2024_W3_F_Sugar_P_2,null,null,null
04_04_2024_W2_C_Chips6_P_3,12.25118,0.33362,0.97295
04_18_2024_W_F_Pickles_P_2,12.61144,0.42936,0.8344
03_21_2024_W_L_Apples3_F_2,6.11143,0.02356,1.05782
04_04_2024_W_C_Various_P_2,13.4707,0.39198,0.77333
04_18_2024_W2_F_Oranges1_F_1,14.42202,0.55071,0.93976
04_04_2024_W2_C_Apples5_F_1,13.84945,0.45706,0.74926
04_18_2024_W2_F_Chips_P_2,5.83667,0.03046,1.06704
04_04_2024_NG_C_Gourds1_V_1,15.45805,0.53266,0.69724
04_18_2024_W3_F_Cucumbers1_F_1,13.11025,0.40772,0.7694
04_04_2024_S_C_ApplesLong1_F_1,6.84642,0.02694,1.07775
03_04_2024_S_L_Tomatoes_F_2,16.06044,0.45831,0.69547
04_19_2024_W4_F_CanTomato_P_3,11.43934,0.32066,1.04004
04_04_2024_W_C_FruitsLong1_F_1,12.88569,0.46435,0.93822
04_18_2024_W2_F_Pears1_F_1,16.78764,0.54051,0.66423
03_04_2024_S_L_FruitsLong3_F_1,15.77496,0.42107,0.6824
04_18_2024_W3_F_Candy2_P_2,11.29702,0.37148,0.84899
03_07_2024_S_L_Onions1_V_1,15.57199,0.49463,0.71188
04_18_2024_W_F_Pineapples1_F_1,5.65809,0.00621,1.03657
04_04_2024_S_C_Peppers2_F_1,12.59581,0.44338,0.90323
04_04_2024_W2_C_Peppers1_F_1,14.13935,0.46207,0.71248
03_21_2024_W_L_Cans_P_2,6.051,0.01385,1.04456
04_18_2024_W_F_PastaSauce5_P_2,null,null,null
04_18_2024_W3_F_Ranch_P_3,8.41412,0.19806,0.98778
04_18_2024_W3_F_Peppers1_F_1,14.97558,0.48976,0.73818
04_18_2024_W_F_Nectarines1_F_1,12.33906,0.06765,0.91756
04_18_2024_W_F_Cans6_P_2,5.87153,0.0046,1.0513
03_13_2024_S_Co_Apples_F_2,15.48746,0.48503,0.68782
04_04_2024_W2_C_Pickles_P_3,null,null,null
04_19_2024_S_F_Melons_F_2,5.59405,0.00845,1.03879
04_04_2024_W_C_Beans_P_3,5.26962,0.00631,0.98163
04_19_2024_W4_F_Plums2_F_1,13.05531,0.44352,0.76975
04_18_2024_W2_F_Bread2_P_1,11.94293,0.34776,0.97445
04_18_2024_W3_F_Limes1_F_1,13.33935,0.42358,0.78571
04_19_2024_W4_F_Bananas2_F_1,14.02965,0.48843,0.79446
04_18_2024_W2_F_Spices_P_3,8.15024,0.26044,0.96037
04_18_2024_W_F_Melons1_F_1,17.48648,0.63319,0.64012
04_04_2024_S_C_Apples1_F_1,14.13186,0.54857,0.7695
04_19_2024_W4_F_CanBeans_P_3,5.77128,0.01448,1.04177
04_04_2024_W_C_Oil_P_3,6.45879,0.01179,1.02819
04_18_2024_W2_F_HotSauce1_P_1,5.93121,0.01292,1.04896
04_04_2024_S_C_OrangesLong1_F_1,15.11558,0.63515,0.82526
04_18_2024_W3_F_Mangoes1_F_1,14.64961,0.52802,0.81186
03_07_2024_S_L_Potatoes1_V_1,15.37394,0.34201,0.7781
04_04_2024_NG_C_Fruits1_F_1,12.48268,0.41499,0.98347
04_18_2024_W2_F_GrapeFruit1_F_1,15.34912,0.51607,0.75296
04_18_2024_W3_F_Chips2_P_2,11.62342,0.40592,0.77773
04_18_2024_W_F_RedOnions1_V_1,14.5167,0.45441,0.76052
04_19_2024_W4_F_Onions1_V_1,12.91075,0.46064,0.92774
04_18_2024_W3_F_Apples4_F_1,null,null,null
04_18_2024_W3_F_Oils2_P_2,11.89288,0.47631,0.81214
04_04_2024_W_C_Cucumbers1_V_1,12.8849,0.38339,0.78061
04_04_2024_W2_C_ApplesLong2_F_1,13.05503,0.44675,0.95106
04_18_2024_W3_F_HotSauce_P_3,6.08227,0.01945,1.03076
04_19_2024_W_F_Ranch_P_2,null,null,null
04_19_2024_S2_F_FruitCans1_P_1,11.33127,0.31763,0.83083
04_18_2024_W2_F_Greens1_V_1,14.28184,0.40836,0.73344
04_18_2024_W3_F_Tomatoes2_F_1,14.63628,0.50126,0.77933
03_21_2024_W_L_Apples2_F_2,null,null,null
04_04_2024_W2_C_Bread_P_2,13.36282,0.49735,0.91319
04_18_2024_W_F_Syrup1_P_1,11.54045,0.42312,0.94547
04_18_2024_W2_F_Ketchup_P_2,5.9461,0.03227,1.03354
04_04_2024_W2_C_Bread3_P_2,6.39117,0.01511,1.02338
03_21_2024_W_L_Drinks_P_2,13.82143,0.43262,0.75678
04_19_2024_W4_F_Chips_P_3,11.4592,0.44313,0.91263
04_18_2024_W2_F_OrangeJuice_P_3,7.7775,0.03464,0.86906
03_21_2024_W_L_Honey1_P_1,14.09112,0.47465,0.74262
04_18_2024_W3_F_BBQSauce_P_3,10.22062,0.29268,0.9185
04_18_2024_W_F_Flour_P_2,16.53488,0.54917,0.74517
03_04_2024_S_L_Bananas_F_2,6.44469,0.01187,1.06331
04_04_2024_W2_C_PotatoesLong2_V_1,12.04722,0.48296,0.91454
04_19_2024_W4_F_Nectarines1_F_1,15.12198,0.49233,0.77164
04_19_2024_S2_F_Drinks_P_2,11.74324,0.38029,0.84142
04_19_2024_W4_F_Plums1_F_1,13.14803,0.3664,0.89489
04_19_2024_W4_F_Soup_P_3,10.80408,0.32975,0.99126
04_19_2024_S2_F_Flour1_P_1,8.90933,0.19878,1.0059
