folder,psnr,ssim,lpips
04_04_2024_W2_C_Pineapples1_F_1,11.84642,0.17849,0.74262
04_04_2024_W2_C_Plantains1_F_1,17.44016,0.52792,0.54204
04_04_2024_W2_C_Potatoes1_V_1,13.84166,0.38741,0.71582
04_04_2024_W2_C_Potatoes2_V_1,11.57909,0.32342,0.69599
04_04_2024_W2_C_PotatoesLong1_V_1,11.71048,0.34152,0.73988
04_04_2024_W2_C_PotatoesLong2_V_1,11.14491,0.32193,0.76367
04_04_2024_W2_C_Ranch_P_2,10.76455,0.28385,0.77455
04_04_2024_W2_C_RedOnions1_V_1,12.6662,0.32121,0.66344
04_04_2024_W2_C_Sauce_P_2,10.64941,0.27533,0.7255
04_04_2024_W2_C_SourCream_P_3,10.03718,0.25667,0.80089
04_04_2024_W2_C_Spices_P_2,11.15146,0.29503,0.76173
04_04_2024_W2_C_Tea_P_3,10.86327,0.30021,0.77677
04_04_2024_W2_C_Tomatoes1_F_1,12.0992,0.32342,0.7159
04_04_2024_W2_C_Tomatoes2_F_1,12.51954,0.32526,0.69919
04_04_2024_W_C_Apples1_F_1,12.80143,0.33085,0.70075
04_04_2024_W_C_Apples2_F_1,13.08231,0.36857,0.64024
04_04_2024_W_C_Apples3_F_1,14.6253,0.40511,0.62666
04_04_2024_W_C_Apples4_F_1,11.77754,0.29194,0.75593
04_04_2024_W_C_Avocados1_F_1,12.99334,0.30229,0.67657
04_04_2024_W_C_Beans_P_3,10.0596,0.21772,0.79517
04_04_2024_W_C_Boxes_P_2,9.70115,0.14654,0.69092
04_04_2024_W_C_Bread2_P_2,12.2514,0.32689,0.73845
04_04_2024_W_C_Cabbage1_V_1,12.03201,0.28658,0.72487
04_04_2024_W_C_CakeBatter_P_2,12.67482,0.31924,0.69803
04_04_2024_W_C_CannedPeas_P_3,10.28792,0.21526,0.77417
04_04_2024_W_C_Cans_P_3,9.89133,0.17991,0.81719
04_04_2024_W_C_Chips_P_2,12.19781,0.23902,0.65163
04_04_2024_W_C_Chips_P_3,10.87439,0.20835,0.79467
04_04_2024_W_C_Coffee2_P_2,10.54878,0.22075,0.73008
04_04_2024_W_C_Coffee3_P_2,11.93844,0.36246,0.7375
04_04_2024_W_C_Coffee4_P_2,10.82546,0.28364,0.79597
04_04_2024_W_C_Coffee_P_2,11.55272,0.312,0.71624
04_04_2024_W_C_Corn1_F_1,11.23666,0.27794,0.72171
04_04_2024_W_C_Cucumbers1_V_1,10.85575,0.22784,0.7316
04_04_2024_W_C_DriedFruits_P_2,12.47844,0.34372,0.69231
04_04_2024_W_C_Drinks_P_2,11.1067,0.28951,0.79021
04_04_2024_W_C_Flour_P_2,12.84631,0.36584,0.7069
04_04_2024_W_C_FruitsLong1_F_1,11.32128,0.30714,0.7748
04_04_2024_W_C_Garlic1_V_1,15.5804,0.45978,0.56619
04_04_2024_W_C_GranolaBars2_P_2,10.24141,0.23662,0.77266
04_04_2024_W_C_GranolaBars3_P_2,11.14841,0.24418,0.77138
04_04_2024_W_C_GranolaBars_P_2,11.19566,0.29324,0.7295
04_04_2024_W_C_Greens1_V_1,10.88001,0.23047,0.7681
04_04_2024_W_C_Greens2_V_1,11.1132,0.20869,0.74865
04_04_2024_W_C_Greens3_V_1,11.9585,0.27015,0.69071
04_04_2024_W_C_Ketchup_P_3,10.20648,0.24398,0.81045
04_04_2024_W_C_Lemons1_F_1,13.21614,0.39255,0.67162
04_04_2024_W_C_Limes1_F_1,12.27508,0.27653,0.70158
04_04_2024_W_C_Mangoes1_F_1,11.61904,0.38207,0.77664
04_04_2024_W_C_Mangoes2_F_1,19.55655,0.5737,0.49289
04_04_2024_W_C_Mayo_P_3,10.48946,0.25107,0.78635
04_04_2024_W_C_Melons1_F_1,12.14943,0.35025,0.71492
04_04_2024_W_C_Melons2_F_1,11.95114,0.3083,0.69366
04_04_2024_W_C_Oil_P_3,10.91168,0.24422,0.78957
04_04_2024_W_C_Oils2_P_3,10.00406,0.24529,0.82351
04_04_2024_W_C_Onions1_V_1,13.00731,0.40262,0.66358
04_04_2024_W_C_Onions2_V_1,12.38045,0.35276,0.70519
04_04_2024_W_C_Oranges1_F_1,12.65661,0.41166,0.67748
04_04_2024_W_C_PastaSauce2_P_2,13.22118,0.4073,0.67804
04_04_2024_W_C_PastaSauce3_P_2,16.02621,0.54,0.6148
04_04_2024_W_C_PastaSauce4_P_2,15.43103,0.45237,0.63287
04_04_2024_W_C_PastaSauce_P_2,15.53062,0.4806,0.58865
04_04_2024_W_C_Peppers1_F_1,12.01284,0.29108,0.68843
04_04_2024_W_C_Peppers2_F_1,9.98281,0.0867,0.96268
04_04_2024_W_C_Pickles_P_3,10.23118,0.24425,0.8026
04_04_2024_W_C_Pineapples1_F_1,11.6179,0.2063,0.74873
04_04_2024_W_C_Ranch_P_3,10.32203,0.27266,0.84533
04_04_2024_W_C_RedOnions1_V_1,13.38546,0.34774,0.64763
