folder,psnr,ssim,lpips
04_19_2024_S2_F_Lemons1_F_1,13.39432,0.20298,0.59848
04_04_2024_W2_C_Sauce_P_2,12.31365,0.20333,0.64008
04_18_2024_W_F_Onions1_V_1,11.82269,0.1895,0.57174
04_04_2024_W_C_Flour_P_2,5.74258,0.00288,0.93931
04_18_2024_W_F_Olive_P_3,9.46445,0.06456,0.62209
04_04_2024_W2_C_ApplesLong2_F_1,null,null,null
04_18_2024_W_F_Tostitos2_P_3,null,null,null
04_18_2024_W2_F_Coffee3_P_3,11.24377,0.1033,0.68802
04_18_2024_W2_F_Candy4_P_2,10.71981,0.12394,0.59098
04_04_2024_W2_C_Apples1_F_1,12.25674,0.15425,0.49144
04_04_2024_W_C_Mangoes1_F_1,11.35641,0.21777,0.56263
04_04_2024_S_C_Sauces_P_2,11.07261,0.16645,0.599
04_04_2024_W2_C_PotatoesLong2_V_1,12.11078,0.17501,0.53225
04_18_2024_W3_F_Breads1_P_1,11.49306,0.19777,0.52503
04_18_2024_W2_F_Buns1_P_1,9.80904,0.07531,0.62474
04_18_2024_W2_F_Candy2_P_2,10.07411,0.10486,0.62447
04_18_2024_W3_F_Oils2_P_2,9.55588,0.14386,0.63344
04_18_2024_W2_F_PastaSauce2_P_1,9.07185,0.12386,0.79624
04_18_2024_W_F_Mustard_P_2,8.60833,0.0426,0.55874
04_04_2024_S_C_Coffee2_P_3,9.92254,0.08034,0.64528
04_18_2024_W3_F_PastaSauce1_P_1,9.66369,0.10334,0.7088
04_19_2024_W4_F_MixedNuts_P_3,9.21363,0.07196,0.62229
04_04_2024_W2_C_Chips5_P_3,10.18506,0.08761,0.63298
04_19_2024_W4_F_Tomatoes2_F_1,13.18418,0.20762,0.45382
04_04_2024_W_C_PastaSauce2_P_2,14.60882,0.34672,0.49751
04_18_2024_W3_F_Bread_P_2,9.12173,0.12225,0.65042
04_18_2024_W_F_Oil_P_3,11.39655,0.10628,0.65585
04_19_2024_S_F_Melons_F_2,5.64208,0.00276,0.92986
04_19_2024_W4_F_Oranges1_F_1,12.66683,0.24271,0.51261
04_18_2024_W_F_Apples4_F_1,null,null,null
04_18_2024_W2_F_Bagels_P_3,9.86302,0.07349,0.64509
04_18_2024_W2_F_Bread_P_3,9.47921,0.07982,0.62597
04_04_2024_W_C_Salsa_P_3,6.68371,0.01182,0.94442
04_04_2024_W_C_FruitsLong1_F_1,null,null,null
