folder,psnr,ssim,lpips
04_18_2024_W2_F_Buns1_P_1,9.74097,0.25711,0.80559
04_18_2024_W2_F_Candy2_P_2,10.02924,0.29867,0.81162
04_18_2024_W2_F_Candy3_P_2,11.16719,0.34307,0.7504
04_18_2024_W2_F_Candy4_P_2,10.82407,0.30287,0.75951
04_18_2024_W2_F_Candy5_P_2,10.09067,0.2877,0.80022
04_18_2024_W2_F_Candy_P_2,10.19667,0.30916,0.79769
04_18_2024_W2_F_Cans2_P_2,5.77892,0.0163,1.0373
04_18_2024_W2_F_Cans3_P_2,6.23839,0.00623,1.03286
04_18_2024_W2_F_Cans_P_2,5.94554,0.01662,1.04767
04_18_2024_W2_F_Chips2_P_2,5.89323,0.02207,1.06919
04_18_2024_W2_F_Chips3_P_2,10.20209,0.30463,0.79365
04_18_2024_W2_F_Chips4_P_2,10.39799,0.24085,0.74678
04_18_2024_W2_F_Chips5_P_2,9.51858,0.22314,0.77258
04_18_2024_W2_F_Chips_P_2,5.83667,0.03046,1.0669
04_18_2024_W2_F_Coffee2_P_3,6.314,0.06284,1.05151
04_18_2024_W2_F_Coffee3_P_3,7.71165,0.13882,1.03151
04_18_2024_W2_F_Coffee4_P_3,11.56504,0.41672,0.81337
04_18_2024_W2_F_Coffee_P_3,9.64841,0.27947,0.75138
04_18_2024_W2_F_Cucumbers1_V_1,10.22468,0.24217,0.76009
04_18_2024_W2_F_Dressing_P_2,5.79904,0.02579,1.01742
04_18_2024_W2_F_Flour1_P_1,9.61335,0.33351,0.84235
04_18_2024_W2_F_GrapeFruit1_F_1,14.078,0.45684,0.72321
04_18_2024_W2_F_GreenPeppers1_F_1,11.87848,0.29677,0.65986
04_18_2024_W2_F_Greens1_V_1,11.24453,0.30583,0.72461
04_18_2024_W2_F_HotSauce1_P_1,10.61905,0.3115,0.76636
04_18_2024_W2_F_Jam1_P_1,8.56303,0.24943,0.84986
04_18_2024_W2_F_Juice_P_3,11.07924,0.3513,0.83331
04_18_2024_W2_F_Ketchup_P_2,5.9461,0.03227,1.03339
04_18_2024_W2_F_Lemons1_F_1,14.68245,0.41263,0.70641
04_18_2024_W2_F_Mangoes1_F_1,12.38448,0.40893,0.74757
04_18_2024_W2_F_Melons1_F_1,14.32814,0.36791,0.7335
04_18_2024_W2_F_Melons2_F_1,13.64144,0.48131,0.6363
04_18_2024_W2_F_Nuts_P_2,5.81528,0.01852,1.02864
04_18_2024_W2_F_Oil_P_3,9.57481,0.29133,0.81836
04_18_2024_W2_F_OliveOil_P_3,6.68738,0.0562,1.00824
04_18_2024_W2_F_OrangeJuice_P_3,10.26877,0.46592,0.81204
04_18_2024_W2_F_Oranges1_F_1,14.03489,0.48751,0.74288
04_18_2024_W2_F_PastaSauce1_P_1,9.20395,0.27776,0.8169
04_18_2024_W2_F_PastaSauce2_P_1,9.15085,0.35432,0.92515
04_18_2024_W2_F_PeanutButter_P_3,8.82218,0.2856,0.82521
04_18_2024_W2_F_Pears1_F_1,14.91503,0.44592,0.60638
04_18_2024_W2_F_Peppers1_F_1,6.86468,0.08898,1.05805
04_18_2024_W2_F_Pickles_P_2,9.1329,0.32858,0.92798
04_18_2024_W2_F_Pineapples1_F_1,11.70578,0.17439,0.68185
04_18_2024_W2_F_Plantains1_F_1,13.85834,0.53963,0.75202
04_18_2024_W2_F_Potatoes1_V_1,13.37071,0.42966,0.66071
04_18_2024_W2_F_Pringles_P_2,9.55613,0.28014,0.8165
04_18_2024_W2_F_Radish1_V_1,13.61296,0.3382,0.65291
04_18_2024_W2_F_Random_P_3,9.5838,0.32541,0.84054
04_18_2024_W2_F_Salsa1_P_1,8.61281,0.28944,0.86027
04_18_2024_W2_F_Snacks_P_2,10.81944,0.30234,0.75376
04_18_2024_W2_F_Soup_P_3,9.65296,0.27552,0.81971
04_18_2024_W2_F_Spices_P_3,9.18964,0.24734,0.81881
04_18_2024_W2_F_Sugar_P_3,9.54817,0.32979,0.81893
04_18_2024_W2_F_Tea_P_3,11.06149,0.47791,0.72953
04_18_2024_W2_F_TomatoCans1_P_1,9.68596,0.25716,0.83221
04_18_2024_W2_F_Tomatoes1_F_1,13.83349,0.46683,0.75087
04_18_2024_W2_F_Vinegar_P_3,5.94339,0.02588,1.0171
04_18_2024_W3_F_Alfredo1_P_1,9.28687,0.27952,0.82418
04_18_2024_W3_F_AppleJuice_P_3,8.92186,0.26277,0.8321
04_18_2024_W3_F_Apples1_F_1,6.00521,0.01077,1.06865
04_18_2024_W3_F_Apples2_F_1,12.13663,0.34727,0.70905
04_18_2024_W3_F_Apples3_F_1,12.6718,0.41215,0.68517
04_18_2024_W3_F_Apples4_F_1,12.97556,0.44273,0.67955
04_18_2024_W3_F_Avacados1_F_1,12.49728,0.33033,0.68414
04_18_2024_W3_F_BBQSauce_P_3,8.99414,0.21976,0.80246
04_18_2024_W3_F_Bagels1_P_1,9.54453,0.24511,0.79921
04_18_2024_W3_F_Bananas1_F_1,12.29636,0.44069,0.78461
04_18_2024_W3_F_Bananas2_F_1,13.54181,0.50677,0.73307
04_18_2024_W3_F_Bread_P_2,9.31459,0.32125,0.81518
04_18_2024_W3_F_Breads1_P_1,10.75002,0.2651,0.75866
04_18_2024_W3_F_Buns1_P_1,9.31781,0.31053,0.79697
04_18_2024_W3_F_CanFruits_P_3,5.92471,0.01742,1.04702
04_18_2024_W3_F_CanSoup2_P_3,9.15464,0.2743,0.8368
04_18_2024_W3_F_CanSoup_P_3,9.26337,0.27295,0.81039
04_18_2024_W3_F_Candy2_P_2,9.37956,0.28419,0.80874
04_18_2024_W3_F_Candy3_P_2,8.53937,0.27362,0.83204
04_18_2024_W3_F_Candy_P_2,8.44147,0.29192,0.84608
04_18_2024_W3_F_Cans_P_2,9.73708,0.34692,0.86972
04_18_2024_W3_F_Cereal_P_2,9.47398,0.30991,0.80083
04_18_2024_W3_F_Chilli_P_3,8.70763,0.2687,0.77084
04_18_2024_W3_F_Chips2_P_2,10.04201,0.33419,0.77323
04_18_2024_W3_F_Chips3_P_2,9.53325,0.25435,0.82827
04_18_2024_W3_F_Chips_P_2,11.41359,0.28186,0.7649
04_18_2024_W3_F_Coffee_P_2,6.06302,0.02986,1.0317
04_18_2024_W3_F_Corn1_F_1,11.16223,0.28353,0.75315
04_18_2024_W3_F_Cucumbers1_F_1,10.93707,0.34289,0.77521
04_18_2024_W3_F_EnergyDrink_P_3,8.67345,0.25278,0.82841
04_18_2024_W3_F_Flour_P_2,10.22036,0.35818,0.79457
04_18_2024_W3_F_Gatorade2_P_3,5.56705,0.02036,1.03076
04_18_2024_W3_F_Gatorade_P_3,6.66016,0.06802,1.03226
04_18_2024_W3_F_Grapefruits1_F_1,12.23416,0.43181,0.75239
04_18_2024_W3_F_GreenPeppers1_F_1,11.94495,0.34106,0.70582
04_18_2024_W3_F_Greens1_V_1,11.60814,0.26054,0.72306
04_18_2024_W3_F_Honey_P_2,6.10721,0.01609,1.01504
04_18_2024_W3_F_HotSauce_P_3,6.08227,0.01945,1.03065
04_18_2024_W3_F_Juice_P_3,8.94299,0.2559,0.82987
04_18_2024_W3_F_Ketchup_P_3,8.66309,0.23885,0.82292
04_18_2024_W3_F_Lemons1_F_1,14.50065,0.44676,0.80409
04_18_2024_W3_F_Limes1_F_1,11.48061,0.32992,0.73037
04_18_2024_W3_F_Mangoes1_F_1,13.81047,0.46369,0.69578
04_18_2024_W3_F_Melons1_F_1,11.38238,0.44259,0.75389
04_18_2024_W3_F_Nectarines1_F_1,10.69908,0.32446,0.77302
