folder,psnr,ssim,lpips
03_21_2024_W_L_Cookies1_P_1,14.10339,0.42607,0.71756
04_18_2024_W_F_Garlic1_V_1,4.92905,0.00614,1.03795
03_21_2024_W_L_Onions_V_2,null,null,null
04_18_2024_W_F_Bread_P_3,9.69208,0.2472,0.74239
04_04_2024_S_C_Chips_P_2,10.43204,0.25721,0.77786
03_21_2024_W_L_Cereal1_P_1,5.45508,0.01496,1.06289
04_04_2024_W2_C_Apples5_F_1,11.9807,0.36014,0.66274
04_04_2024_W2_C_Grapefruits1_F_1,15.03386,0.46564,0.6076
04_04_2024_W2_C_Candy2_P_3,10.17834,0.25404,0.78813
04_04_2024_W2_C_ApplesLong1_F_1,10.94786,0.37938,0.70914
04_04_2024_W_C_PastaSauce_P_2,5.58827,0.01168,1.01426
04_18_2024_W2_F_Apples2_F_1,12.65808,0.3928,0.703
04_04_2024_W_C_Coffee3_P_2,6.8825,0.00842,1.02412
04_04_2024_W_C_Cucumbers1_V_1,7.99121,0.43778,0.83154
04_18_2024_W_F_Cucumbers1_V_1,12.18442,0.39492,0.71131
04_04_2024_W_C_Apples4_F_1,12.18194,0.35208,0.6842
04_04_2024_S_C_Peppers2_F_1,8.45741,0.20344,0.69253
03_04_2024_S_L_ChipsSalsa2_P_1,7.00902,0.0057,0.89742
04_18_2024_W2_F_Pringles_P_2,11.38285,0.31772,0.74669
04_04_2024_W2_C_Flour_P_3,10.4386,0.31595,0.77362
04_19_2024_S2_F_Chips4_P_3,9.95269,0.25949,0.75773
04_04_2024_S_C_Oranges1_F_1,17.1543,0.63594,0.51733
04_04_2024_S_C_Apples1_F_1,14.39752,0.52364,0.62776
04_19_2024_W4_F_CanBeans_P_3,9.80327,0.26772,0.77804
04_18_2024_W2_F_Ketchup_P_2,null,null,null
04_19_2024_W4_F_Apples2_F_1,12.63489,0.36358,0.66547
04_04_2024_W_C_Drinks_P_2,12.67361,0.33688,0.67686
04_18_2024_W2_F_Coffee4_P_3,9.24547,0.35663,0.75748
04_19_2024_W4_F_Lemons1_F_1,15.19826,0.50578,0.58109
04_18_2024_W3_F_Apples3_F_1,13.65432,0.48619,0.63962
04_18_2024_W3_F_Chips3_P_2,10.00772,0.21568,0.73862
04_04_2024_W_C_Boxes_P_2,null,null,null
04_04_2024_S_C_Celery1_V_1,13.72852,0.33736,0.62518
04_19_2024_W4_F_Potatoes1_V_1,11.71033,0.40152,0.73057
04_18_2024_W3_F_GreenPeppers1_F_1,null,null,null
04_18_2024_W2_F_Chips4_P_2,11.90421,0.34764,0.89855
04_18_2024_W3_F_Greens1_V_1,6.19042,0.01122,1.04881
03_21_2024_W_L_Spices1_P_1,6.21495,0.02403,1.02113
03_21_2024_W_L_Candy2_P_1,7.4945,0.15047,0.95059
04_18_2024_W3_F_Bagels1_P_1,6.43659,0.01662,0.99811
04_04_2024_S_C_Various_V_2,12.76589,0.31331,0.64749
03_21_2024_W_L_Syrup_P_2,11.51508,0.3751,0.90901
04_04_2024_W_C_Oil_P_3,11.28375,0.24111,0.73148
04_19_2024_W_F_Coffee_P_2,11.52363,0.30072,0.74004
04_19_2024_W_F_Spices_P_2,10.88633,0.29044,0.74402
04_18_2024_W_F_Jam_P_3,9.48358,0.29699,0.71805
03_04_2024_S_L_Bananas_F_2,12.0782,0.36878,0.70454
04_18_2024_W2_F_Potatoes1_V_1,12.98674,0.40251,0.64744
04_04_2024_S_C_OrangesLong2_F_1,12.3303,0.46711,0.75659
04_18_2024_W_F_Apples3_F_1,5.66365,0.01643,1.05994
04_19_2024_S2_F_Apples_F_2,12.89526,0.48239,0.68506
04_19_2024_W4_F_Melons1_F_1,12.65621,0.48655,0.65403
04_04_2024_NG_C_Chips_P_2,5.66623,0.01463,1.05326
03_21_2024_W_L_Apples3_F_2,6.08674,0.02264,1.0571
04_18_2024_W2_F_Bread1_P_1,9.62026,0.25976,0.76777
04_19_2024_S2_F_Bananas1_F_1,12.66958,0.35129,0.64389
04_04_2024_NG_C_Gourds1_V_1,13.00744,0.41851,0.62847
04_04_2024_W2_C_Apples3_F_1,12.12028,0.30296,0.62719
04_04_2024_W_C_DriedFruits_P_2,13.20168,0.39952,0.65192
04_18_2024_W_F_Avacados1_F_1,12.1071,0.36995,0.6696
04_04_2024_W2_C_Chips3_P_3,10.90554,0.28049,0.74928
04_18_2024_W_F_Nuts1_P_1,9.11958,0.34169,0.82107
04_04_2024_W2_C_RedOnions1_V_1,13.45786,0.34382,0.57497
04_18_2024_W3_F_Pickles_P_3,9.12025,0.24052,0.77458
04_04_2024_W2_C_Chips2_P_3,11.42737,0.23655,0.7
04_04_2024_NG_C_Oats_P_3,9.75784,0.24267,0.76846
04_04_2024_W_C_Corn1_F_1,12.39281,0.34372,0.61872
04_04_2024_W_C_Coffee2_P_2,5.78468,0.01033,1.07073
04_04_2024_W_C_Chips_P_3,10.68667,0.21798,0.71487
04_04_2024_NG_C_Broth_P_2,null,null,null
04_18_2024_W3_F_Candy2_P_2,8.93606,0.22105,0.78509
04_04_2024_W_C_PastaSauce3_P_2,7.92162,0.36654,0.75909
04_18_2024_W3_F_Ranch_P_3,9.29515,0.24699,0.74312
04_19_2024_W_F_Sugar_P_2,5.7543,0.35603,0.86965
03_21_2024_W_L_Ranch_P_2,10.62565,0.2718,0.73948
04_18_2024_W2_F_PastaSauce1_P_1,9.66599,0.29241,0.79958
04_04_2024_W_C_Cabbage1_V_1,14.03914,0.35464,0.60822
03_21_2024_W_L_Cheese1_P_1,6.63976,0.11129,0.90932
04_18_2024_W_F_Cans5_P_2,null,null,null
03_04_2024_S_L_Tomatoes_F_2,8.76004,0.2786,0.72672
04_18_2024_W2_F_Cans_P_2,10.77279,0.22794,0.74959
04_04_2024_W_C_Garlic1_V_1,17.93176,0.53606,0.4166
04_19_2024_W_F_Ranch_P_2,null,null,null
04_18_2024_W3_F_Potatoes1_V_1,13.0037,0.48591,0.84576
04_18_2024_W3_F_Nuts_P_2,11.22017,0.26764,0.67587
04_19_2024_W4_F_Plums1_F_1,12.77018,0.39439,0.66732
04_18_2024_W_F_Cans2_P_2,11.21065,0.23707,0.78589
04_04_2024_W_C_Oils2_P_3,10.11512,0.25615,0.76026
04_04_2024_W_C_Chips_P_2,12.61721,0.3057,0.74396
04_18_2024_W_F_Tomatoes2_F_1,11.71372,0.43005,0.7522
04_18_2024_W2_F_Pickles_P_2,8.97781,0.29727,0.85373
04_04_2024_W_C_Melons1_F_1,12.67653,0.41785,0.58157
04_19_2024_S2_F_Chips5_P_3,9.52951,0.2526,0.75353
03_13_2024_S_Co_Cabbages_V_2,17.21637,0.50395,0.52513
04_18_2024_W_F_Various2_P_2,9.98423,0.27724,0.76933
04_18_2024_W_F_Cans_P_2,10.2667,0.26463,0.80274
04_04_2024_S_C_Cantaloupe_F_2,null,null,null
04_18_2024_W2_F_Chips3_P_2,10.25109,0.27786,0.74891
04_18_2024_W2_F_OliveOil_P_3,9.62962,0.28341,0.75688
04_04_2024_NG_C_PeanutButter_P_2,16.09765,0.72883,0.26415
04_04_2024_S_C_ApplesLong1_F_1,12.41487,0.46535,0.76272
04_18_2024_W3_F_Oranges1_F_1,14.94162,0.55167,0.70562
04_18_2024_W2_F_Soup_P_3,9.50255,0.23719,0.7728
03_04_2024_S_L_Juices_P_2,6.68526,0.00842,1.03966
04_19_2024_W_F_Bread_P_2,10.4196,0.31685,0.74287
04_18_2024_W2_F_Sugar_P_3,9.85044,0.36392,0.71889
04_18_2024_W3_F_Buns1_P_1,9.39851,0.28319,0.79449
04_04_2024_W2_C_Chips4_P_3,18.69067,0.64083,0.15681
03_07_2024_S_L_ChipsSalsa1_P_1,null,null,null
04_04_2024_S_C_Greens_V_2,12.74412,0.30716,0.69687
04_18_2024_W2_F_Pineapples1_F_1,null,null,null
03_04_2024_S_L_FruitsLong3_F_1,13.44962,0.3608,0.96405
03_21_2024_W_L_PastaSauce1_P_1,13.18073,0.40656,0.73652
04_04_2024_W_C_Lemons1_F_1,14.54093,0.49013,0.62046
04_18_2024_W2_F_AppleJuice2_P_3,8.8614,0.22134,0.78242
04_18_2024_W2_F_Plantains1_F_1,14.83537,0.49176,0.63868
04_19_2024_W_F_Sauce_P_2,7.62901,0.20395,0.7502
04_04_2024_W2_C_Ranch_P_2,11.21645,0.31692,0.72271
04_04_2024_W_C_Pickles_P_3,9.684,0.27632,0.80879
04_19_2024_W4_F_Onions2_V_1,14.31994,0.52626,0.66493
04_18_2024_W3_F_Honey_P_2,6.28799,0.01405,1.01615
04_18_2024_W_F_Bananas1_F_1,13.08767,0.42647,0.66695
03_04_2024_S_L_Greens_V_2,15.18308,0.3837,0.5989
04_18_2024_W2_F_Snacks_P_2,10.10012,0.27757,0.75848
04_04_2024_S_C_Salsa_P_3,9.2157,0.26931,0.81437
04_19_2024_S2_F_Sauce1_P_1,9.70316,0.22635,0.78657
04_18_2024_W_F_BBQSauce_P_2,20.32108,0.78954,0.23273
03_04_2024_S_L_Peppers1_V_1,8.1079,0.00303,0.94077
04_04_2024_W_C_Apples1_F_1,13.96821,0.44417,0.6584
04_04_2024_S_C_Pickles_P_2,11.15997,0.36072,0.77832
04_04_2024_S_C_Sauce_P_3,13.60111,0.41012,0.50347
04_18_2024_W_F_Cans4_P_2,6.09412,0.00763,1.01929
04_19_2024_W4_F_Gourds1_F_1,14.56812,0.44017,0.63531
03_21_2024_W_L_Tomatoes_F_2,6.69727,0.03605,1.07737
04_04_2024_W_C_Peppers2_F_1,null,null,null
04_04_2024_W_C_Tomatoes2_F_1,12.54626,0.46114,0.67614
04_19_2024_S2_F_Oil1_P_1,5.93778,0.01618,1.03217
03_21_2024_W_L_Gourds1_F_1,14.70509,0.55882,0.63383
03_21_2024_W_L_Potatoes_V_2,5.60995,0.01592,1.03762
04_18_2024_W2_F_TomatoCans1_P_1,7.69021,0.12692,1.05252
03_07_2024_S_L_GrapeFruits1_F_1,15.89351,0.53182,0.74563
03_21_2024_W_L_Candy_P_2,12.83968,0.36099,0.59625
04_18_2024_W2_F_Random_P_3,null,null,null
04_04_2024_S_C_Lemons1_F_1,6.30884,0.05021,1.0341
03_07_2024_S_L_Onions_V_2,15.05922,0.47326,0.62146
04_18_2024_W3_F_TomatoCans1_P_1,10.20107,0.2363,0.81177
04_18_2024_W_F_Nectarines1_F_1,17.29127,0.55113,0.54475
04_04_2024_W_C_Greens2_V_1,12.67715,0.225,0.64821
04_18_2024_W3_F_CanSoup2_P_3,9.41653,0.27154,0.8122
04_18_2024_W_F_GreenPeppers1_F_1,13.51073,0.38373,0.59227
04_04_2024_W_C_Limes1_F_1,12.82615,0.36871,0.66437
04_19_2024_W4_F_Plums2_F_1,12.86648,0.448,0.63809
04_18_2024_W_F_Candy_P_3,9.85854,0.28219,0.78737
04_18_2024_W2_F_Spices_P_3,9.14015,0.25434,0.79076
03_21_2024_W_L_Nectarines2_F_1,7.11679,0.01318,1.08069
04_18_2024_W2_F_Candy3_P_2,14.45504,0.58588,0.2872
04_18_2024_W_F_Sugar_P_2,5.62852,0.00588,1.02494
04_18_2024_W2_F_Chips5_P_2,10.44912,0.22416,0.74872
04_18_2024_W2_F_Bread2_P_1,9.60682,0.22963,0.76224
04_04_2024_S_C_Chips2_P_2,6.14726,0.02153,1.04925
04_19_2024_S2_F_Jam1_P_1,9.60209,0.24786,0.74955
03_07_2024_S_L_Organic1_F_1,7.50606,0.27624,0.85792
03_21_2024_W_L_EnergyDrinks1_P_1,8.97573,0.42415,0.62111
04_18_2024_W_F_Snacks_P_3,9.18311,0.22276,0.7826
04_19_2024_W4_F_OrganicBananas1_F_1,14.00077,0.39426,0.60026
04_19_2024_W4_F_Random_P_3,9.8325,0.27359,0.79063
04_04_2024_W2_C_Oranges1_F_1,15.22881,0.50215,0.67249
04_19_2024_W4_F_Plantains1_F_1,null,null,null
04_18_2024_W_F_Random_P_3,9.45321,0.31428,0.77571
04_04_2024_S_C_Ranch_P_2,12.58377,0.33951,0.69972
04_19_2024_S2_F_Melons1_F_1,null,null,null
03_21_2024_W_L_Drinks_P_2,12.57724,0.33148,0.68774
04_04_2024_W_C_Bread2_P_2,12.56119,0.38396,0.71177
04_04_2024_S_C_Mayo_P_2,12.36154,0.43771,0.74462
03_21_2024_W_L_Pears_F_2,6.25058,0.0417,1.08356
04_18_2024_W3_F_RedOnions1_V_1,10.52326,0.37778,0.75497
04_04_2024_S_C_Chips2_P_1,11.91567,0.33412,0.86795
04_04_2024_W2_C_Lemons1_F_1,14.21644,0.57716,0.46884
04_04_2024_W2_C_Coffee_P_3,10.70649,0.36019,0.72631
04_04_2024_S_C_Various2_V_2,6.6924,0.022,1.00274
04_18_2024_W_F_Candy3_P_3,9.78457,0.24549,0.74307
04_04_2024_W2_C_Ketchup_P_3,8.9265,0.24135,0.73293
04_18_2024_W3_F_Candy_P_2,8.56151,0.26342,0.79201
03_04_2024_S_L_Peppers_V_2,16.59747,0.54754,0.40462
04_04_2024_W2_C_AvacadosLong1_F_1,11.20344,0.26191,0.64967
04_18_2024_W_F_Flour1_P_1,11.55327,0.31624,0.73011
03_21_2024_W_L_Coconuts1_F_1,5.99462,0.02199,0.99127
04_04_2024_S_C_Peppers1_F_1,null,null,null
04_18_2024_W_F_GrapeFruit1_F_1,13.76144,0.38869,0.61621
04_04_2024_W2_C_Beans_P_3,6.42759,0.00864,1.03937
04_19_2024_S2_F_Sauce_P_2,9.9089,0.25011,0.76149
04_18_2024_W3_F_TomatoCans2_P_1,8.65631,0.21341,0.80881
04_04_2024_W2_C_Potatoes2_V_1,13.64376,0.41565,0.61938
04_04_2024_W2_C_SourCream_P_3,9.22409,0.274,0.83103
04_18_2024_W_F_Oranges1_F_1,13.48387,0.51593,0.72648
04_04_2024_W2_C_Gourds1_V_1,13.98737,0.5053,0.5999
04_04_2024_W_C_Snacks2_P_2,null,null,null
04_18_2024_W_F_Greens1_V_1,14.02832,0.35664,0.65812
03_07_2024_S_L_Onions1_V_1,14.8765,0.45139,0.70351
03_07_2024_S_L_Apples_F_2,14.73899,0.40185,0.62836
04_18_2024_W3_F_Mangoes1_F_1,13.32972,0.49206,0.70971
03_21_2024_W_L_Apples_F_2,12.88247,0.37369,0.6012
04_04_2024_W_C_Peppers1_F_1,6.03149,0.02247,1.07135
04_18_2024_W_F_MacAndCheese1_P_1,16.88117,0.74246,0.18315
04_18_2024_W_F_Lemons1_F_1,null,null,null
04_19_2024_S2_F_Spices_P_3,11.3687,0.32131,0.81217
04_18_2024_W2_F_GrapeFruit1_F_1,13.75102,0.42338,0.67199
04_18_2024_W3_F_Sauce1_P_1,8.96776,0.25976,0.80783
04_18_2024_W3_F_Alfredo1_P_1,10.27134,0.28001,0.78622
03_04_2024_S_L_VeggiePackages_V_1,null,null,null
04_19_2024_S2_F_Vinegar_P_3,10.17855,0.26149,0.7308
04_04_2024_W_C_TomatoCans_P_3,18.17792,0.73564,0.14221
03_21_2024_W_L_Candy1_P_1,6.66545,0.02131,1.02732
04_18_2024_W3_F_Cucumbers1_F_1,11.80967,0.3819,0.67644
04_18_2024_W3_F_Chips2_P_2,10.58406,0.28974,0.72757
03_13_2024_S_Co_Apples_F_2,21.27316,0.74326,0.10906
04_04_2024_W2_C_Juice_P_3,10.76972,0.40941,0.75358
04_04_2024_W_C_CakeBatter_P_2,5.6125,0.00646,1.05348
04_19_2024_S2_F_Avacados1_F_1,20.84966,0.83677,0.12307
03_21_2024_W_L_Syrup1_P_1,6.9833,0.02702,1.00836
04_18_2024_W_F_Spices_P_3,null,null,null
03_21_2024_W_L_Coffee1_P_1,12.98408,0.3676,0.67014
04_19_2024_W4_F_Avacados1_F_1,12.76852,0.38182,0.61612
03_21_2024_W_L_Cantaloupes_F_2,12.97033,0.35084,0.74005
04_18_2024_W2_F_Candy5_P_2,10.52492,0.28149,0.72952
04_04_2024_W2_C_Oil2_P_3,null,null,null
04_04_2024_S_C_Chips3_P_1,10.51369,0.22025,0.74188
04_04_2024_W2_C_Mangoes1_F_1,13.918,0.44057,0.64389
04_19_2024_S2_F_FruitCans1_P_1,9.57124,0.24069,0.80298
04_04_2024_NG_C_Fruits1_F_1,12.0623,0.35589,0.73134
04_18_2024_W2_F_OrangeJuice_P_3,11.72269,0.4822,0.72663
04_18_2024_W_F_Corn1_F_1,13.80251,0.35668,0.60998
04_18_2024_W_F_Broccoli1_V_1,15.19831,0.39386,0.59581
04_18_2024_W_F_Chips2_P_3,9.36278,0.22669,0.74569
04_18_2024_W2_F_Salsa1_P_1,9.09014,0.28515,0.79716
04_18_2024_W3_F_Oils3_P_2,7.80621,0.08748,0.77142
04_04_2024_W2_C_Juice_P_2,13.02739,0.25915,0.54678
04_04_2024_S_C_Chips4_P_1,10.328,0.23631,0.76112
04_04_2024_W2_C_Bread2_P_2,7.57959,0.11054,0.9696
03_21_2024_W_L_Peppers_F_2,11.43157,0.35079,0.65701
04_19_2024_S2_F_Lemons1_F_1,null,null,null
04_04_2024_W2_C_Sauce_P_2,6.10478,0.13842,0.93014
04_18_2024_W_F_Onions1_V_1,13.27131,0.4883,0.6938
04_04_2024_W_C_Flour_P_2,5.84285,0.00579,1.02607
04_18_2024_W_F_Olive_P_3,null,null,null
04_04_2024_W2_C_ApplesLong2_F_1,null,null,null
04_18_2024_W_F_Tostitos2_P_3,9.62124,0.22474,0.7508
04_18_2024_W2_F_Coffee3_P_3,9.37357,0.28265,0.79611
04_18_2024_W2_F_Candy4_P_2,9.80771,0.27461,0.79631
04_04_2024_W2_C_Apples1_F_1,12.01758,0.42354,0.69934
04_04_2024_W_C_Mangoes1_F_1,14.15211,0.50757,0.65623
04_04_2024_S_C_Sauces_P_2,null,null,null
04_04_2024_W2_C_PotatoesLong2_V_1,12.21301,0.40676,0.7112
04_18_2024_W3_F_Breads1_P_1,12.78862,0.28683,0.65951
04_18_2024_W2_F_Buns1_P_1,5.78547,0.01077,1.0343
04_18_2024_W2_F_Candy2_P_2,10.48802,0.275,0.74298
04_18_2024_W3_F_Oils2_P_2,9.19439,0.28204,0.76965
04_18_2024_W2_F_PastaSauce2_P_1,null,null,null
04_18_2024_W_F_Mustard_P_2,null,null,null
04_04_2024_S_C_Coffee2_P_3,10.07398,0.25151,0.77358
04_18_2024_W3_F_PastaSauce1_P_1,null,null,null
04_19_2024_W4_F_MixedNuts_P_3,6.04908,0.01907,1.01957
04_04_2024_W2_C_Chips5_P_3,10.35181,0.24965,0.74889
04_19_2024_W4_F_Tomatoes2_F_1,13.64433,0.48442,0.65183
04_04_2024_W_C_PastaSauce2_P_2,8.66528,0.16186,0.77879
04_18_2024_W3_F_Bread_P_2,9.09287,0.3169,0.76956
04_18_2024_W_F_Oil_P_3,null,null,null
04_19_2024_S_F_Melons_F_2,9.31876,0.4434,0.79599
04_19_2024_W4_F_Oranges1_F_1,12.97158,0.47149,0.70903
04_18_2024_W_F_Apples4_F_1,14.82496,0.44992,0.59779
04_18_2024_W2_F_Bagels_P_3,9.02208,0.29524,0.73275
04_18_2024_W2_F_Bread_P_3,9.80845,0.24974,0.73174
04_04_2024_W_C_Salsa_P_3,6.64101,0.03065,1.01397
04_04_2024_W_C_FruitsLong1_F_1,null,null,null
04_18_2024_W3_F_Onions1_V_1,12.84641,0.48323,0.72658
04_04_2024_S_C_Ketchup_P_2,12.94326,0.42147,0.6298
04_04_2024_W2_C_Oil_P_3,null,null,null
04_18_2024_W3_F_Melons1_F_1,11.59526,0.39012,0.71711
04_04_2024_S_C_Various_F_2,null,null,null
04_18_2024_W_F_Coconuts1_F_1,17.28699,0.6315,0.43496
04_04_2024_S_C_Broccoli1_V_1,13.59756,0.26261,0.67927
04_04_2024_S_C_Chips3_P_2,12.99671,0.35766,0.73771
04_18_2024_W2_F_Candy_P_2,null,null,null
04_18_2024_W2_F_Tea_P_3,null,null,null
04_18_2024_W3_F_Ketchup_P_3,17.15515,0.64017,0.39494
04_04_2024_W_C_Snacks_P_2,13.75475,0.38198,0.65952
04_18_2024_W_F_Greens2_V_1,14.69606,0.50696,0.60076
03_21_2024_W_L_Plantains1_F_1,15.42356,0.51785,0.5614
04_18_2024_W3_F_Coffee_P_2,11.12676,0.30449,0.69279
04_04_2024_W_C_PastaSauce4_P_2,10.26641,0.54613,0.91534
04_18_2024_W3_F_Ranch2_P_3,9.22874,0.25323,0.76189
03_21_2024_W_L_Nectarines1_F_1,14.36371,0.4021,0.70873
04_04_2024_W_C_Greens3_V_1,13.17362,0.30088,0.59959
04_18_2024_W_F_Coffee2_P_2,6.13335,0.00932,1.0344
04_18_2024_W3_F_Corn1_F_1,12.29498,0.33482,0.70914
04_18_2024_W2_F_BBQSauce_P_3,18.19929,0.68048,0.3801
04_18_2024_W_F_Coffee_P_2,null,null,null
03_21_2024_W_L_Honey1_P_1,10.43735,0.31739,0.76801
04_04_2024_W_C_Cans_P_3,10.072,0.19409,0.7765
04_18_2024_W2_F_Tomatoes1_F_1,12.41279,0.43864,0.67139
04_04_2024_S_C_Apples2_F_1,16.55809,0.62101,0.51557
04_04_2024_W2_C_Cucumbers1_V_1,10.44859,0.26184,0.71869
04_18_2024_W_F_Doritos_P_3,9.56275,0.18601,0.72909
04_19_2024_W4_F_Sauce_P_3,6.1596,0.0208,1.00661
04_04_2024_S_C_Apples_P_3,null,null,null
04_18_2024_W3_F_Gatorade2_P_3,17.53649,0.67743,0.37854
04_04_2024_W2_C_PotatoesLong1_V_1,13.23195,0.41717,0.64908
03_04_2024_S_L_Greens1_V_1,7.72762,0.07934,0.98123
04_04_2024_W2_C_Bread_P_2,10.85089,0.38007,0.77275
04_18_2024_W_F_Salsa_P_3,null,null,null
04_18_2024_W3_F_Gatorade_P_3,9.44885,0.22329,0.75454
04_18_2024_W2_F_Juice_P_3,null,null,null
