folder,psnr,ssim,lpips
04_18_2024_W3_F_RedOnions1_V_1,10.94311,0.17711,0.69979
04_04_2024_S_C_Chips2_P_1,10.42434,0.13425,0.76092
04_04_2024_W2_C_Lemons1_F_1,13.35504,0.2367,0.58901
04_04_2024_W2_C_Coffee_P_3,10.20053,0.16719,0.82057
04_04_2024_S_C_Various2_V_2,10.9285,0.19798,0.70309
04_18_2024_W_F_Candy3_P_3,9.7096,0.14658,0.80098
04_04_2024_W2_C_Ketchup_P_3,9.59714,0.13358,0.76496
04_18_2024_W3_F_Candy_P_2,9.02801,0.15593,0.78832
03_04_2024_S_L_Peppers_V_2,13.48198,0.22732,0.5927
04_04_2024_W2_C_AvacadosLong1_F_1,10.82638,0.14335,0.71865
04_18_2024_W_F_Flour1_P_1,11.04141,0.21418,0.75776
03_21_2024_W_L_Coconuts1_F_1,12.91962,0.30661,0.55369
04_04_2024_S_C_Peppers1_F_1,11.11053,0.20428,0.67465
04_18_2024_W_F_GrapeFruit1_F_1,11.94459,0.25153,0.63362
04_04_2024_W2_C_Beans_P_3,10.25411,0.12825,0.82703
04_19_2024_S2_F_Sauce_P_2,9.32903,0.11591,0.76477
04_18_2024_W3_F_TomatoCans2_P_1,9.86154,0.12968,0.79043
04_04_2024_W2_C_Potatoes2_V_1,11.23844,0.21383,0.64719
04_04_2024_W2_C_SourCream_P_3,9.81804,0.13177,0.81333
04_18_2024_W_F_Oranges1_F_1,12.92433,0.25143,0.63759
04_04_2024_W2_C_Gourds1_V_1,10.49903,0.32745,0.7525
04_04_2024_W_C_Snacks2_P_2,11.45283,0.19451,0.71032
04_18_2024_W_F_Greens1_V_1,11.09737,0.16053,0.64511
03_07_2024_S_L_Onions1_V_1,11.90272,0.20635,0.57253
03_07_2024_S_L_Apples_F_2,11.39245,0.23344,0.75175
04_18_2024_W3_F_Mangoes1_F_1,12.76614,0.25611,0.65194
03_21_2024_W_L_Apples_F_2,12.22214,0.19934,0.618
04_04_2024_W_C_Peppers1_F_1,11.91918,0.18389,0.6573
04_18_2024_W_F_MacAndCheese1_P_1,10.61878,0.16904,0.73094
04_18_2024_W_F_Lemons1_F_1,12.1661,0.19892,0.63517
04_19_2024_S2_F_Spices_P_3,9.70087,0.13672,0.8284
04_18_2024_W2_F_GrapeFruit1_F_1,12.12347,0.2372,0.6365
04_18_2024_W3_F_Sauce1_P_1,9.14987,0.13553,0.77597
04_18_2024_W3_F_Alfredo1_P_1,9.537,0.14392,0.80871
03_04_2024_S_L_VeggiePackages_V_1,12.73708,0.18394,0.53392
04_19_2024_S2_F_Vinegar_P_3,9.94188,0.12796,0.79131
04_04_2024_W_C_TomatoCans_P_3,10.32854,0.12759,0.75344
03_21_2024_W_L_Candy1_P_1,11.49961,0.24558,0.68348
04_18_2024_W3_F_Cucumbers1_F_1,10.89884,0.15732,0.66949
04_18_2024_W3_F_Chips2_P_2,9.80296,0.16591,0.77013
03_13_2024_S_Co_Apples_F_2,11.99808,0.22219,0.54085
04_04_2024_W2_C_Juice_P_3,9.86605,0.16812,0.81668
04_04_2024_W_C_CakeBatter_P_2,11.16461,0.1984,0.65994
04_19_2024_S2_F_Avacados1_F_1,11.03785,0.14482,0.67785
03_21_2024_W_L_Syrup1_P_1,10.39402,0.1643,0.60727
04_18_2024_W_F_Spices_P_3,11.47094,0.19976,0.80713
03_21_2024_W_L_Coffee1_P_1,11.41574,0.17145,0.65721
04_19_2024_W4_F_Avacados1_F_1,11.78602,0.19458,0.60124
03_21_2024_W_L_Cantaloupes_F_2,12.72126,0.29708,0.70776
