folder,psnr,ssim,lpips
04_18_2024_W2_F_Oil_P_3,9.22437,0.28925,0.81774
04_18_2024_W2_F_OliveOil_P_3,7.07136,0.08358,1.00187
04_18_2024_W2_F_OrangeJuice_P_3,11.91238,0.45156,0.66117
04_18_2024_W2_F_Oranges1_F_1,13.43932,0.45454,0.71367
04_18_2024_W2_F_PastaSauce1_P_1,8.90381,0.28111,0.83102
04_18_2024_W2_F_PastaSauce2_P_1,9.17701,0.34787,0.93431
04_18_2024_W2_F_PeanutButter_P_3,8.96701,0.28334,0.81118
04_18_2024_W2_F_Pears1_F_1,13.99399,0.43113,0.64078
04_18_2024_W2_F_Peppers1_F_1,6.86468,0.08898,1.05805
04_18_2024_W2_F_Pickles_P_2,9.00035,0.32673,0.91933
04_18_2024_W2_F_Pineapples1_F_1,11.17363,0.17645,0.66557
04_18_2024_W2_F_Plantains1_F_1,13.99823,0.54818,0.7657
04_18_2024_W2_F_Potatoes1_V_1,12.64941,0.44851,0.70552
04_18_2024_W2_F_Pringles_P_2,9.5556,0.27908,0.79699
04_18_2024_W2_F_Radish1_V_1,13.41072,0.35081,0.6633
04_18_2024_W2_F_Random_P_3,9.68638,0.31678,0.81637
04_18_2024_W2_F_Salsa1_P_1,8.78977,0.28884,0.834
04_18_2024_W2_F_Snacks_P_2,9.98088,0.29133,0.78269
04_18_2024_W2_F_Soup_P_3,9.59951,0.27123,0.80794
04_18_2024_W2_F_Spices_P_3,8.98609,0.25028,0.82246
04_18_2024_W2_F_Sugar_P_3,9.2987,0.33286,0.82831
04_18_2024_W2_F_Tea_P_3,11.54297,0.48713,0.72467
04_18_2024_W2_F_TomatoCans1_P_1,9.72105,0.25813,0.82566
04_18_2024_W2_F_Tomatoes1_F_1,13.35772,0.44608,0.70908
04_18_2024_W2_F_Vinegar_P_3,5.73569,0.00981,1.02046
04_18_2024_W3_F_Alfredo1_P_1,9.2179,0.28705,0.84021
04_18_2024_W3_F_AppleJuice_P_3,8.84487,0.25972,0.81647
04_18_2024_W3_F_Apples1_F_1,6.00521,0.01077,1.06865
04_18_2024_W3_F_Apples2_F_1,12.29056,0.37116,0.69849
04_18_2024_W3_F_Apples3_F_1,12.42813,0.41874,0.70802
04_18_2024_W3_F_Apples4_F_1,12.82795,0.50741,0.83575
04_18_2024_W3_F_Avacados1_F_1,12.90891,0.33561,0.61345
04_18_2024_W3_F_BBQSauce_P_3,8.91453,0.21924,0.79236
04_18_2024_W3_F_Bagels1_P_1,9.4973,0.25315,0.7986
04_18_2024_W3_F_Bananas1_F_1,11.11436,0.38078,0.73031
04_18_2024_W3_F_Bananas2_F_1,14.26174,0.53041,0.68765
04_18_2024_W3_F_Bread_P_2,9.29207,0.31692,0.82058
04_18_2024_W3_F_Breads1_P_1,10.88534,0.26222,0.68049
04_18_2024_W3_F_Buns1_P_1,9.14334,0.30141,0.80193
04_18_2024_W3_F_CanFruits_P_3,5.92471,0.01742,1.04702
04_18_2024_W3_F_CanSoup2_P_3,9.30133,0.26973,0.81738
04_18_2024_W3_F_CanSoup_P_3,10.58913,0.34963,0.94135
04_18_2024_W3_F_Candy2_P_2,9.45735,0.28287,0.78677
04_18_2024_W3_F_Candy3_P_2,8.94199,0.28326,0.80924
04_18_2024_W3_F_Candy_P_2,8.25211,0.29127,0.84785
04_18_2024_W3_F_Cans_P_2,9.94381,0.3548,0.87848
04_18_2024_W3_F_Cereal_P_2,9.43126,0.3083,0.80221
04_18_2024_W3_F_Chilli_P_3,8.85778,0.26498,0.75798
04_18_2024_W3_F_Chips2_P_2,9.81654,0.32823,0.77615
04_18_2024_W3_F_Chips3_P_2,9.3463,0.25663,0.83944
04_18_2024_W3_F_Chips_P_2,11.1167,0.28081,0.77537
04_18_2024_W3_F_Coffee_P_2,6.06302,0.02986,1.0317
04_18_2024_W3_F_Corn1_F_1,11.51517,0.27971,0.69522
04_18_2024_W3_F_Cucumbers1_F_1,11.86218,0.34649,0.6768
04_18_2024_W3_F_EnergyDrink_P_3,8.58574,0.24801,0.81042
04_18_2024_W3_F_Flour_P_2,10.34598,0.35257,0.78849
04_18_2024_W3_F_Gatorade2_P_3,5.56705,0.02036,1.03076
04_18_2024_W3_F_Gatorade_P_3,6.53998,0.06635,1.03094
04_18_2024_W3_F_Grapefruits1_F_1,12.8268,0.44604,0.71723
04_18_2024_W3_F_GreenPeppers1_F_1,12.55026,0.35693,0.65501
04_18_2024_W3_F_Greens1_V_1,11.91418,0.25788,0.66124
04_18_2024_W3_F_Honey_P_2,6.10721,0.01609,1.01504
04_18_2024_W3_F_HotSauce_P_3,6.08227,0.01945,1.03065
04_18_2024_W3_F_Juice_P_3,9.12026,0.24993,0.80653
04_18_2024_W3_F_Ketchup_P_3,8.61985,0.2338,0.80788
04_18_2024_W3_F_Lemons1_F_1,14.25988,0.44535,0.8595
04_18_2024_W3_F_Limes1_F_1,11.35151,0.31691,0.69084
04_18_2024_W3_F_Mangoes1_F_1,14.05347,0.47194,0.66574
04_18_2024_W3_F_Melons1_F_1,11.54575,0.44689,0.74971
04_18_2024_W3_F_Nectarines1_F_1,11.0628,0.31476,0.72052
